Id,weight,modularity_class,Degree,Weighted Degree,X,Y,Size,Color
ロシア正教,252,82,12,252,400.15863,-419.487518,10.144332,"#00f2ff"
lies,101,73,5,101,-464.525818,27.155287,10.053144,"#448b00"
media,107,73,5,107,-441.237061,71.001945,10.056767,"#448b00"
love,35,61,2,35,223.897995,-290.052277,10.013286,"#a26b00"
macron,97,13,3,97,112.681847,104.707161,10.050728,"#00aa6e"
maga,62,5,2,62,266.676147,231.426056,10.029592,"#16a6cc"
maidan,51,0,1,51,89.829704,-489.291412,10.022948,"#ff6922"
notonyourtv,116,0,4,116,128.587723,-366.126282,10.062201,"#ff6922"
mariupolgenocide,264,38,11,264,-596.995789,-219.771179,10.151579,"#2c3633"
nazirussia,428,38,15,428,-527.942932,-186.104202,10.250619,"#2c3633"
mariupolmassacre,264,38,11,264,-599.845825,-169.292953,10.151579,"#2c3633"
medvedev,62,72,4,62,-417.2901,-205.421585,10.029592,"#00aeb2"
mercenaries,13,0,1,13,72.01059,-585.501404,10,"#ff6922"
merrychristmas,14,5,1,14,556.574524,40.857925,10.000604,"#16a6cc"
military,16,4,1,16,381.931824,-58.326771,10.001812,"#00f400"
missionary,14,5,1,14,306.600708,209.964706,10.000604,"#16a6cc"
mod,17,3,1,17,-200.929321,-272.053986,10.002416,"#ff72c0"
morningjoe,16,0,1,16,-106.225853,-360.419098,10.001812,"#ff6922"
motherrussia,13,1,1,13,-33.131199,278.112549,10,"#ff86ff"
msm,98,0,3,98,31.373569,-393.464874,10.051332,"#ff6922"
nafo,133,19,5,133,172.873123,-228.779037,10.072468,"#ffa9ad"
nwo,253,44,7,253,-79.884567,-13.23807,10.144937,"#ffab53"
poland,472,25,8,472,-465.898804,-107.435783,10.27719,"#00ebff"
proxywar,135,9,6,135,-106.300713,-495.195007,10.073676,"#d6cf7b"
ukrainians,1160,45,28,1160,4.518969,-89.209343,10.692675,"#ff76ff"
warmongers,284,73,11,284,-485.831696,61.862038,10.163657,"#448b00"
neonazi,201,0,4,201,-40.204315,-391.524963,10.113533,"#ff6922"
racist,75,0,3,75,-79.847252,-321.440582,10.037442,"#ff6922"
ukrainenazis,517,13,11,517,207.994064,-7.881734,10.304366,"#00aa6e"
naziazov,47,0,1,47,24.095776,-339.67984,10.020533,"#ff6922"
nazilenskyy,14,5,1,14,354.787506,307.475586,10.000604,"#16a6cc"
aidar,13,0,1,13,218.100372,-454.655487,10,"#ff6922"
antisemitism,14,0,1,14,38.987408,-525.822815,10.000604,"#ff6922"
donbasswar,17,0,1,17,196.660614,-425.207245,10.002416,"#ff6922"
endrussiasanctions,20,0,1,20,138.325012,-325.570038,10.004228,"#ff6922"
factsmatter,29,0,2,29,-38.023361,-505.611877,10.009663,"#ff6922"
fyp,78,3,5,78,-127.245445,-336.140503,10.039253,"#ff72c0"
geopolitics,47,47,3,47,-54.31638,-180.326035,10.020533,"#007e32"
nazigermany,21,0,1,21,-44.280842,-422.515289,10.004831,"#ff6922"
nazinato,30,0,1,30,105.746796,-521.982422,10.010266,"#ff6922"
naziusa,15,0,1,15,7.482467,-248.167801,10.001207,"#ff6922"
notinmyname,32,0,1,32,-21.795528,-410.249634,10.011474,"#ff6922"
odessamassacre,31,0,1,31,226.907639,-408.362427,10.01087,"#ff6922"
refugeeswelcome,17,0,1,17,240.134415,-484.458618,10.002416,"#ff6922"
stopnaziukraine,104,77,4,104,-115.458984,374.497101,10.054955,"#004c63"
truth,318,74,9,318,-174.1026,346.258514,10.18419,"#ff9939"
ukraina,480,13,14,480,166.191422,152.360901,10.282022,"#00aa6e"
ukraineisaterroriststate,171,75,4,171,-144.234634,332.451385,10.095416,"#ff6476"
ukrainenazi,109,0,3,109,-59.564083,-294.770935,10.057975,"#ff6922"
warcrime,13,0,1,13,49.013794,-357.071136,10,"#ff6922"
warcrimesofukraine,75,0,3,75,-28.437,-348.754669,10.037442,"#ff6922"
warcriminal,67,0,3,67,197.693527,-358.543793,10.032611,"#ff6922"
whiteprivilege,13,0,1,13,222.701309,-315.359375,10,"#ff6922"
whitesupremacist,16,0,1,16,-19.223291,-541.460388,10.001812,"#ff6922"
z,512,78,15,512,-134.622131,-543.562805,10.301347,"#ffa6ff"
zelenskiy,90,13,4,90,121.213799,65.327553,10.0465,"#00aa6e"
zelenskyywarcriminal,607,76,11,607,-233.403122,-402.014252,10.358717,"#ffc116"
zionist,129,0,4,129,-53.945415,-363.199554,10.070052,"#ff6922"
neutralukraine,67,43,4,67,-67.357529,450.429413,10.032611,"#0c4316"
newworldorder,13,0,1,13,150.631882,-512.771729,10,"#ff6922"
nfts,157,30,4,157,462.328705,-42.435562,10.086962,"#00af21"
nonazis,48,4,2,48,253.111313,-214.189758,10.021136,"#00f400"
nordstream,45,3,3,45,-184.274368,-380.380615,10.019325,"#ff72c0"
nordstream2,30,3,2,30,-138.556381,-370.637207,10.010266,"#ff72c0"
notmywar,14,5,1,14,309.743958,318.822449,10.000604,"#16a6cc"
notourwar,13,5,1,13,596.087585,213.400681,10,"#16a6cc"
nuclear,98,5,3,98,385.737518,-15.908972,10.051332,"#16a6cc"
nzvindonprime,20,5,1,20,405.848083,280.957153,10.004228,"#16a6cc"
operationganga,458,63,7,458,-342.846008,27.229721,10.268736,"#bdd63d"
orthodox,15,5,1,15,433.599701,372.496002,10.001207,"#16a6cc"
polandmissilestrike,94,13,4,94,145.964066,133.382339,10.048916,"#00aa6e"
potus,51,5,1,51,291.66452,27.033304,10.022948,"#16a6cc"
poutine,15,5,1,15,305.335541,58.627754,10.001207,"#16a6cc"
presidentputin,14,1,1,14,73.218567,332.088684,10.000604,"#ff86ff"
presidentvladimirputin,46,5,1,46,449.487427,137.441589,10.019929,"#16a6cc"
puppetpresident,35,12,2,35,-189.456329,112.318581,10.013286,"#00e7ff"
circus,59,13,4,59,69.153313,45.380932,10.02778,"#00aa6e"
oligarchs,18,61,1,18,241.88205,-260.780396,10.003019,"#a26b00"
putinlies,284,6,10,284,-261.276794,-120.770699,10.163657,"#96d0ff"
putler,17,61,1,17,252.957108,-331.294373,10.002416,"#a26b00"
putinatwar,13,1,1,13,37.712875,320.7565,10,"#ff86ff"
putintroll,176,6,7,176,-286.519165,-156.773743,10.098436,"#96d0ff"
refugees,29,0,2,29,101.946609,-388.936035,10.009663,"#ff6922"
reparations,16,0,1,16,-9.284502,-445.721924,10.001812,"#ff6922"
artemis,31,30,2,31,440.878815,-77.854156,10.01087,"#00af21"
russiaisaterroriststate,145,4,5,145,314.988403,-40.809967,10.079715,"#00f400"
russianfederation,194,78,10,194,-116.731697,-576.897278,10.109306,"#ffa6ff"
russiawillwin,248,20,11,248,-280.10141,211.933014,10.141917,"#3bdece"
russland,13,3,1,13,-116.772812,-290.929138,10,"#ff72c0"
serbia,33,3,1,33,-173.818161,-241.600983,10.012078,"#ff72c0"
stopzelensky,193,77,5,193,-75.93959,421.239716,10.108703,"#004c63"
ukrain,69,3,4,69,-235.301392,-270.987457,10.033818,"#ff72c0"
ukrainerussiacrisis,300,62,13,300,232.915146,363.076996,10.17332,"#3d3460"
ukrainerussiawar️,527,21,16,527,-182.050858,311.657593,10.310405,"#eccf00"
west,177,3,9,177,-225.28389,-371.397461,10.09904,"#ff72c0"
world,258,32,12,258,-451.117767,176.125046,10.147956,"#6fe779"
zaporozhye,84,3,4,84,-257.069031,-357.769653,10.042877,"#ff72c0"
беларусь,182,78,10,182,-66.34465,-587.635986,10.102059,"#ffa6ff"
потерьнет,191,78,10,191,-39.390308,-600.044128,10.107494,"#ffa6ff"
своихнебросаем,207,78,10,207,-60.696739,-553.252136,10.117157,"#ffa6ff"
russianairforce,172,62,10,172,217.295044,399.657318,10.096021,"#3d3460"
russianpropaganda,236,38,11,236,-510.425079,-242.254242,10.13467,"#2c3633"
stateoftheunion,97,10,6,97,-40.769348,52.718044,10.050728,"#de2335"
live,61,20,3,61,-250.649658,224.090393,10.028987,"#3bdece"
newvideo,14,20,1,14,-306.087219,149.011749,10.000604,"#3bdece"
topviralvideos,27,20,2,27,-336.268494,176.905533,10.008454,"#3bdece"
ukrainewillloose,15,20,1,15,-322.97995,202.893631,10.001207,"#3bdece"
sanctions,33,3,2,33,-259.455658,-244.942917,10.012078,"#ff72c0"
sanctionukraine,41,4,2,41,298.047577,-183.072769,10.01691,"#00f400"
scamalert,60,79,4,60,-442.201385,-273.530273,10.028383,"#ff8600"
zelenskyisacrook,68,79,4,68,-422.279205,-300.70813,10.033215,"#ff8600"
zelenskyisnohero,63,79,4,63,-462.515167,-311.951355,10.030195,"#ff8600"
seanpenn,15,5,1,15,340.574615,110.153099,10.001207,"#16a6cc"
anationofsheep,13,80,1,13,-557.812073,136.040817,10,"#7ce939"
severodonetsk,91,40,5,91,-525.655396,-79.974075,10.047104,"#00f8ed"
sloviansk,14,5,1,14,284.978027,340.466522,10.000604,"#16a6cc"
southdonetsk,44,5,2,44,372.747894,214.033554,10.018721,"#16a6cc"
standforukraine,26,4,2,26,160.937256,-93.612129,10.007851,"#00f400"
sidmiller,15,4,1,15,368.000458,-92.945496,10.001207,"#00f400"
standwithrusia,15,4,1,15,413.028168,-48.069553,10.001207,"#00f400"
standwithrussian,15,4,1,15,396.157104,-120.314804,10.001207,"#00f400"
zvo,136,4,2,136,406.722046,-83.645035,10.07428,"#00f400"
dissolvenato,29,4,2,29,230.999313,-67.593063,10.009663,"#00f400"
fleet,230,82,5,230,336.550293,-392.253571,10.131046,"#00f2ff"
puckfutin,18,4,1,18,230.491531,-189.397934,10.003019,"#00f400"
putinhuilo,31,4,1,31,340.867706,-69.539291,10.01087,"#00f400"
standwithchina,17,4,1,17,179.981689,-117.588264,10.002416,"#00f400"
standwithpalestine,34,4,2,34,326.756012,-213.754333,10.012682,"#00f400"
standwithukriane,98,4,2,98,203.184143,-84.379768,10.051332,"#00f400"
zov,13,4,1,13,251.894974,-48.844418,10,"#00f400"
standwithukrainecitizen,14,4,1,14,353.386078,-192.142029,10.000604,"#00f400"
usaevilempire,54,77,3,54,-159.716339,363.286194,10.02476,"#004c63"
stopthewar,18,5,1,18,454.577484,339.515869,10.003019,"#16a6cc"
tchaikovsky,252,82,12,252,317.345093,-344.698151,10.144332,"#00f2ff"
terrorism,13,5,1,13,186.653717,186.976624,10,"#16a6cc"
thankarepublican,91,4,1,91,221.569183,-128.390533,10.047104,"#00f400"
trending,27,5,1,27,357.128815,184.328629,10.008454,"#16a6cc"
trudeaumustgo,55,5,1,55,221.604767,289.314484,10.025364,"#16a6cc"
twitter,16,5,1,16,369.798553,119.228424,10.001812,"#16a6cc"
ucraina,34,5,1,34,358.587463,10.309078,10.012682,"#16a6cc"
donbasslivesmatter,13,5,1,13,289.653717,273.287323,10,"#16a6cc"
falseflag,27,5,2,27,454.727936,3.431556,10.008454,"#16a6cc"
ukrainearmy,38,5,2,38,553.381104,223.526505,10.015098,"#16a6cc"
ukraineterroriststate,82,5,3,82,590.37677,106.804291,10.041669,"#16a6cc"
ukrainewillwin,69,5,2,69,555.9823,139.209595,10.033818,"#16a6cc"
ukrainiannazis,181,22,5,181,-327.848236,-245.476318,10.101456,"#e6acff"
ukrainianwarcrimes,58,0,3,58,143.403687,-399.198669,10.027176,"#ff6922"
ukronazi,130,5,3,130,458.646118,234.349838,10.070657,"#16a6cc"
volodymyrzelenskyy,195,73,10,195,-544.470703,82.069893,10.10991,"#448b00"
warprofits,216,73,10,216,-526.262146,51.641083,10.122592,"#448b00"
wefpuppet,87,13,3,87,83.989197,76.865822,10.044688,"#00aa6e"
worldmentalhealthday,124,81,3,124,-312.614136,-468.480469,10.067033,"#ea6900"
zelenski,149,13,3,149,64.107559,86.943878,10.08213,"#00aa6e"
zelenskyyua,110,24,5,110,-342.823059,135.928482,10.058578,"#cc6d89"
ukrainecounteroffensive,20,5,1,20,501.89032,243.585114,10.004228,"#16a6cc"
ukraineterrorstate,17,5,1,17,609.520996,252.675461,10.002416,"#16a6cc"
ukraine️war,13,0,1,13,178.841248,-463.825714,10,"#ff6922"
ukranian,112,19,5,112,86.672791,-153.76329,10.059786,"#ffa9ad"
unitedstates,13,0,1,13,48.125656,-555.156555,10,"#ff6922"
savages,15,0,1,15,78.765884,-534.961914,10.001207,"#ff6922"
бандитів,16,0,1,16,125.373734,-428.387268,10.001812,"#ff6922"
упа,16,0,1,16,-5.554749,-321.440948,10.001812,"#ff6922"
ursulavonderleyen,44,0,2,44,83.132713,-468.239532,10.018721,"#ff6922"
vogue,15,5,1,15,259.183533,207.853256,10.001207,"#16a6cc"
vonderleyen,97,16,3,97,-173.241913,-76.581619,10.050728,"#ff97d4"
wakeup,13,5,1,13,412.69278,14.74189,10,"#16a6cc"
warzone2,17,5,1,17,373.550751,293.843658,10.002416,"#16a6cc"
weapons,30,0,2,30,179.313049,-388.226959,10.010266,"#ff6922"
wizkidxmsg,15,5,1,15,387.422699,318.765533,10.001207,"#16a6cc"
worldwildlifeday,27,1,1,27,-37.07111,395.159363,10.008454,"#ff86ff"
ww2,14,0,1,14,24.397947,-276.65564,10.000604,"#ff6922"
wwii,13,0,1,13,96.877937,-334.740814,10,"#ff6922"
zaporizhzhianpp,17,5,1,17,527.431702,362.211884,10.002416,"#16a6cc"
zelenskyspeech,29,13,2,29,223.568756,36.197227,10.009663,"#00aa6e"
90minuteswithronaldo,21,5,1,21,441.188354,268.447876,10.004831,"#16a6cc"
agenda2030,13,5,1,13,393.433197,258.197845,10,"#16a6cc"
americafirst,20,5,1,20,205.591217,272.90274,10.004228,"#16a6cc"
asuustrikeupdate,28,5,1,28,368.301544,339.254059,10.009059,"#16a6cc"
ausveng,19,5,1,19,592.673401,191.660599,10.003623,"#16a6cc"
bidencrimefamily,15,5,1,15,353.371552,382.437531,10.001207,"#16a6cc"
bidenwarcriminal,69,5,1,69,350.278656,247.967712,10.033818,"#16a6cc"
blackfriday,18,5,1,18,475.198242,309.313293,10.003019,"#16a6cc"
comedy,15,5,1,15,581.599731,129.055283,10.001207,"#16a6cc"
desnaziukraine,15,5,1,15,331.110046,37.201157,10.001207,"#16a6cc"
fjbiden,16,5,1,16,405.146881,126.006165,10.001812,"#16a6cc"
genocideofukrainians,36,5,1,36,266.459686,300.693451,10.013889,"#16a6cc"
greatreset,23,5,1,23,457.916412,65.735695,10.006039,"#16a6cc"
houseofthedragonhbo,13,5,1,13,319.44162,350.737488,10,"#16a6cc"
impeachbiden,16,5,1,16,532.359375,87.657852,10.001812,"#16a6cc"
israeliterrorism,15,5,1,15,519.60968,123.014969,10.001207,"#16a6cc"
johnsonout45,14,5,1,14,498.949585,396.711243,10.000604,"#16a6cc"
mulayamsinghyadav,15,5,1,15,478.876617,112.927162,10.001207,"#16a6cc"
nuremberg2,13,5,1,13,325.66745,69.876984,10,"#16a6cc"
otan,13,5,1,13,366.625427,412.826447,10,"#16a6cc"
personoftheyear,15,5,1,15,230.249527,197.432999,10.001207,"#16a6cc"
premierleague,26,5,1,26,209.616211,162.712662,10.007851,"#16a6cc"
puppet,14,5,1,14,328.579468,410.448303,10.000604,"#16a6cc"
putintraitor,17,5,1,17,619.704346,149.914261,10.002416,"#16a6cc"
shame,14,5,1,14,267.666779,48.908028,10.000604,"#16a6cc"
soros,14,5,1,14,238.12178,240.920883,10.000604,"#16a6cc"
trump2024,27,5,1,27,331.089661,283.47522,10.008454,"#16a6cc"
trump2024tosaveamerica,27,5,1,27,504.119354,16.185699,10.008454,"#16a6cc"
viral,13,5,1,13,482.305634,217.037491,10,"#16a6cc"
whitehouse,16,5,1,16,428.7836,44.21246,10.001812,"#16a6cc"
zelenskydrugaddict,22,5,1,22,399.31958,195.643692,10.005435,"#16a6cc"
zelenskyisacriminal,19,5,1,19,239.800674,73.795418,10.003623,"#16a6cc"
zelenskyisahero,14,5,1,14,240.070602,329.986145,10.000604,"#16a6cc"
zelenskyisawarcriminal,15,5,1,15,189.278137,252.593155,10.001207,"#16a6cc"
zelenskylied,24,5,1,24,357.159058,81.270897,10.006643,"#16a6cc"
zelenskymustgo,35,5,1,35,447.990814,294.36673,10.013286,"#16a6cc"
zelenskynazi,24,5,1,24,417.911682,183.822037,10.006643,"#16a6cc"
zelenskysurrender,29,5,1,29,396.423401,394.020142,10.009663,"#16a6cc"
zelenskyvogue,27,5,1,27,374.63916,26.002157,10.008454,"#16a6cc"
zelenskywarctiminal,25,5,1,25,414.150146,362.176483,10.007247,"#16a6cc"
zelenskyy_war_criminal,21,5,1,21,502.291901,350.665802,10.004831,"#16a6cc"
zelinsky,13,5,1,13,479.785522,382.035828,10,"#16a6cc"
やらせ,1182,82,7,1182,359.681793,-422.620789,10.70596,"#00f2ff"
フェイク,1182,82,7,1182,328.972137,-428.240051,10.70596,"#00f2ff"
ニセモノ,1182,82,7,1182,299.420868,-382.822815,10.70596,"#00f2ff"
