Source,Target,Type,Id,Label,Weight
stop_ru_war,rickwezenaar,Undirected,5109,,12976
stop_ru_war,russiawar,Undirected,5115,,1656
stop_ru_war,stop_ru_war,Undirected,5119,,85411
stop_ru_war,stop_ru_warnaggression,Undirected,5120,,45524
stop_ru_war,stop_ru_warnagression,Undirected,5121,,7157
stop_ru_war,stop_ru_warswar,Undirected,5122,,3506
stop_ru_war,stopthewar,Undirected,5123,,8688
stop_ru_war,stopukraine_war,Undirected,5124,,29588
stop_ru_war,stopwar,Undirected,5125,,31941
stop_ru_war,support_ukr,Undirected,5126,,159522
stop_ru_war,supportukraine,Undirected,5127,,7524
stop_ru_war,ukraine,Undirected,5128,,151558
stop_ru_war,ukraine_conflict,Undirected,5129,,1493
stop_ru_war,ukraine_invasion,Undirected,5130,,30287
stop_ru_war,ukraine_war,Undirected,5131,,102718
stop_ru_war,ukrainenews,Undirected,5132,,1616
stop_ru_war,ukrainerussia,Undirected,5133,,3649
stop_ru_war,ukraineunderattack,Undirected,5134,,18907
stop_ru_war,ukraineunderattaсk,Undirected,5135,,6519
stop_ru_war,ukrainewillwin,Undirected,5136,,6500
stop_ru_war,ukrainian,Undirected,5137,,10518
stop_ru_war,us,Undirected,5138,,1638
stop_ru_war,usa,Undirected,5139,,3649
stop_ru_war,war,Undirected,5140,,11193
stop_ru_war,warcrimes,Undirected,5141,,8461
stop_ru_war,wezenaar,Undirected,5142,,12976
stop_ru_war,world,Undirected,5143,,2342
stop_ru_war,zelensky,Undirected,5144,,6854
stop_ru_warnaggression,boycottrussia,Undirected,5146,,1542
stop_ru_warnaggression,noukraine_war,Undirected,5149,,1591
stop_ru_warnaggression,russiawarcrimes,Undirected,5154,,1406
stop_ru_warnaggression,stopukraine_war,Undirected,5157,,7458
stop_ru_warnaggression,stopwar,Undirected,5158,,5386
stop_ru_warnaggression,support_ukr,Undirected,5159,,32989
stop_ru_warnaggression,ukraine,Undirected,5160,,23726
stop_ru_warnaggression,ukraine_invasion,Undirected,5161,,8835
stop_ru_warnaggression,ukraine_war,Undirected,5162,,14866
stop_ru_warnaggression,ukraineunderattack,Undirected,5163,,6270
stopthewar,ukraine,Undirected,5166,,6516
stopthewar,ukraine_war,Undirected,5167,,3681
stopukraine_war,stopwar,Undirected,5171,,3088
stopukraine_war,support_ukr,Undirected,5172,,9569
stopukraine_war,ukraine,Undirected,5173,,13259
stopukraine_war,ukraine_war,Undirected,5174,,10116
stopwar,support_ukr,Undirected,5181,,11747
stopwar,ukraine,Undirected,5182,,25558
stopwar,ukraine_conflict,Undirected,5183,,3736
stopwar,ukraine_invasion,Undirected,5184,,5925
stopwar,ukraine_war,Undirected,5185,,23959
stopwar,ww3,Undirected,5186,,2838
sumy,ukraine,Undirected,5187,,3472
sumy,ukraine_war,Undirected,5188,,1584
support_ru,naziukraine,Undirected,5189,,1396
support_ru,russian,Undirected,5191,,1471
support_ru,support_ru,Undirected,5192,,6452
support_ru,ukraine,Undirected,5193,,3799
support_ru,ukraine_war,Undirected,5194,,8180
support_ukr,afu,Undirected,5195,,5878
support_ukr,boycottrussia,Undirected,5197,,2135
support_ukr,boycottrussianoilnow,Undirected,5198,,1887
support_ukr,censorship,Undirected,5199,,4195
support_ukr,closetheskyoverukraine,Undirected,5201,,1403
support_ukr,crimea,Undirected,5202,,6508
support_ukr,defeatputin,Undirected,5203,,1775
support_ukr,dictatorship,Undirected,5204,,4224
support_ukr,digitalresistance,Undirected,5205,,4359
support_ukr,freenavalny,Undirected,5207,,3575
support_ukr,khersonisukraine,Undirected,5214,,5178
support_ukr,nft,Undirected,5218,,1748
support_ukr,noukraine_war,Undirected,5220,,1839
support_ukr,nowar,Undirected,5221,,1695
support_ukr,russiaaggression,Undirected,5230,,4217
support_ukr,russiawarcrimes,Undirected,5233,,1570
support_ukr,stop_ru_warnagression,Undirected,5238,,1943
support_ukr,stopthewar,Undirected,5239,,1916
support_ukr,support_ukr,Undirected,5242,,11545
support_ukr,supportukraine,Undirected,5243,,6553
support_ukr,surveillance,Undirected,5244,,4159
support_ukr,ukraine,Undirected,5245,,187141
support_ukr,ukraine_conflict,Undirected,5246,,4128
support_ukr,ukraine_crisis,Undirected,5247,,3412
support_ukr,ukraine_invasion,Undirected,5248,,20247
support_ukr,ukraine_war,Undirected,5249,,120844
support_ukr,ukraine_warnews,Undirected,5250,,6842
support_ukr,ukrainerussia,Undirected,5251,,1557
support_ukr,ukraineunderattack,Undirected,5252,,16022
support_ukr,ukraineunderattaсk,Undirected,5253,,5918
support_ukr,ukrainewillwin,Undirected,5254,,24453
support_ukr,ukrainian,Undirected,5255,,13971
support_ukr,ukrainianpow,Undirected,5256,,3662
support_ukr,usa,Undirected,5257,,3704
support_ukr,war,Undirected,5258,,8512
support_ukr,warcrimes,Undirected,5259,,6660
support_ukr,zelensky,Undirected,5260,,9941
supportukraine,ukraine,Undirected,5263,,9984
supportukraine,ukraine_war,Undirected,5264,,5806
surveillance,censorship,Undirected,5265,,4858
surveillance,freenavalny,Undirected,5266,,4206
surveillance,putinswar,Undirected,5267,,3858
sweden,ukraine,Undirected,5274,,7807
sweden,ukraine_war,Undirected,5275,,2306
swift,ukraine,Undirected,5276,,2805
syria,assad,Undirected,5277,,1567
syria,ukraine,Undirected,5280,,17158
syria,ukraine_war,Undirected,5281,,1969
taiwan,ukraine,Undirected,5284,,12068
taiwan,ukraine_war,Undirected,5285,,4176
thefallofputin,evilputin,Undirected,5286,,2279
thefallofputin,freedomofrussia,Undirected,5287,,1946
thefallofputin,getputin,Undirected,5288,,2381
thefallofputin,pahonia,Undirected,5289,,1878
thefallofputin,russia,Undirected,5290,,2106
thefallofputin,thefallofrussia,Undirected,5291,,2243
thefallofputin,ukraine,Undirected,5292,,2362
thefallofrussia,freedomofrussia,Undirected,5293,,1960
thefallofrussia,pahonia,Undirected,5294,,1886
tigray,ukraine,Undirected,5295,,5516
tiktok,ukraine,Undirected,5296,,2786
trend,ukraine,Undirected,5297,,4080
trump,blm,Undirected,5299,,1569
trump,covid,Undirected,5300,,1637
trump,fascism,Undirected,5301,,1531
trump,gqp,Undirected,5303,,1369
trump,maga,Undirected,5304,,1839
trump,nato,Undirected,5305,,1727
trump,racism,Undirected,5307,,1785
trump,russian,Undirected,5309,,1517
trump,trump,Undirected,5310,,3223
trump,truth,Undirected,5311,,1768
trump,ukraine,Undirected,5312,,21695
trump,ukraine_war,Undirected,5313,,9201
trump,usa,Undirected,5314,,4964
truth,fact,Undirected,5315,,1612
truth,justice,Undirected,5316,,5740
truth,putin,Undirected,5317,,6334
truth,putinwarcrimes,Undirected,5318,,1380
truth,ukraine,Undirected,5320,,5251
truth,ukraine_war,Undirected,5321,,5561
tuckercarlson,putin,Undirected,5322,,1378
turkey,erdogan,Undirected,5323,,1442
turkey,nato,Undirected,5324,,2037
turkey,syria,Undirected,5327,,1443
turkey,ukraine,Undirected,5328,,11155
turkey,ukraine_war,Undirected,5329,,4346
twitter,ukraine,Undirected,5330,,3594
uae,russia,Undirected,5331,,1418
uk,canada,Undirected,5332,,1492
uk,china,Undirected,5333,,1406
uk,support_ukr,Undirected,5343,,1402
uk,uk,Undirected,5344,,2102
uk,ukraine,Undirected,5345,,31895
uk,ukraine_war,Undirected,5346,,15166
uk,us,Undirected,5347,,5514
uk,usa,Undirected,5348,,13489
uk,war,Undirected,5349,,5094
ukan,helpukraine,Undirected,5350,,1531
ukan,saveukraine,Undirected,5351,,1934
ukanforukraine,ukan,Undirected,5352,,1939
ukrain,ukraine_war,Undirected,5353,,1672
ukraine,afu,Undirected,5356,,12860
ukraine,ai,Undirected,5357,,1471
ukraine,amireca,Undirected,5358,,6332
ukraine,artist,Undirected,5363,,1412
ukraine,auspol,Undirected,5364,,2693
ukraine,azovbattalion,Undirected,5368,,1478
ukraine,cat,Undirected,5383,,1610
ukraine,censorship,Undirected,5385,,2688
ukraine,charity,Undirected,5386,,1590
ukraine,cina,Undirected,5391,,1358
ukraine,civilian,Undirected,5392,,1393
ukraine,clearthelist,Undirected,5393,,1402
ukraine,climatecrisis,Undirected,5394,,1395
ukraine,closetheskyoverukraine,Undirected,5396,,2156
ukraine,conflict,Undirected,5398,,1828
ukraine,crimesagainsthumanity,Undirected,5402,,1549
ukraine,dictatorship,Undirected,5408,,2589
ukraine,digitalresistance,Undirected,5409,,4684
ukraine,diplomacy,Undirected,5410,,1671
ukraine,dog,Undirected,5412,,1904
ukraine,donate,Undirected,5413,,1343
ukraine,england,Undirected,5420,,1516
ukraine,ethiopia,Undirected,5423,,1460
ukraine,eurovision2022,Undirected,5428,,1484
ukraine,evilputin,Undirected,5429,,2548
ukraine,fact,Undirected,5430,,2173
ukraine,freedomofrussia,Undirected,5436,,2162
ukraine,freenavalny,Undirected,5437,,2089
ukraine,geopolitics,Undirected,5445,,2453
ukraine,getputin,Undirected,5448,,2605
ukraine,grain,Undirected,5450,,1825
ukraine,help,Undirected,5451,,1402
ukraine,humanitarian,Undirected,5456,,1683
ukraine,humanity,Undirected,5457,,1960
ukraine,indiansinukraine,Undirected,5461,,1391
ukraine,internationalleaks,Undirected,5463,,1398
ukraine,kaliningrad,Undirected,5474,,2553
ukraine,khersonisukraine,Undirected,5478,,11178
ukraine,khersonoffensive,Undirected,5479,,1826
ukraine,krieg,Undirected,5483,,2676
ukraine,lpr,Undirected,5490,,1423
ukraine,lugansk,Undirected,5491,,1381
ukraine,msnbc,Undirected,5504,,1669
ukraine,naziukraine,Undirected,5511,,2000
ukraine,nordstream2,Undirected,5517,,1342
ukraine,noukraine_war,Undirected,5518,,3008
ukraine,nuke,Undirected,5522,,1385
ukraine,nyc,Undirected,5523,,1597
ukraine,nytimes,Undirected,5524,,1518
ukraine,operationganga,Undirected,5527,,1522
ukraine,pahonia,Undirected,5530,,2077
ukraine,peaceforukraine,Undirected,5534,,1853
ukraine,peaceinukraine,Undirected,5535,,1338
ukraine,peacenotwar,Undirected,5536,,1454
ukraine,pedoputin,Undirected,5537,,1383
ukraine,pet,Undirected,5538,,1330
ukraine,potus,Undirected,5542,,1925
ukraine,putinisamasskiller,Undirected,5546,,6437
ukraine,putinputain,Undirected,5547,,2419
ukraine,putinswarcrimes,Undirected,5549,,1539
ukraine,refugeeswelcome,Undirected,5554,,1787
ukraine,ru_warcrimesinukraine,Undirected,5558,,2756
ukraine,russia_ukraine,Undirected,5560,,1898
ukraine,russiaaggression,Undirected,5561,,2328
ukraine,russianaggression,Undirected,5564,,3081
ukraine,russianlosses,Undirected,5566,,2927
ukraine,russiansoldiersrape,Undirected,5568,,2170
ukraine,russiaterroriststate,Undirected,5569,,2604
ukraine,russiawar,Undirected,5571,,6783
ukraine,security,Undirected,5578,,1934
ukraine,soldier,Undirected,5581,,6573
ukraine,specialforces,Undirected,5583,,7129
ukraine,stop_ru_warnagression,Undirected,5586,,2043
ukraine,surveillance,Undirected,5594,,2311
ukraine,terrorism,Undirected,5599,,1339
ukraine,thefallofrussia,Undirected,5600,,2465
ukraine,tigraygenocide,Undirected,5602,,1801
ukraine,today,Undirected,5604,,1641
ukraine,tpyxa,Undirected,5605,,1800
ukraine,tweet100,Undirected,5610,,1944
ukraine,uaarmy,Undirected,5612,,1730
ukraine,ukrain,Undirected,5614,,1561
ukraine,ukraine,Undirected,5615,,145731
ukraine,ukraine_conflict,Undirected,5616,,102251
ukraine,ukraine_crisis,Undirected,5617,,87547
ukraine,ukraine_invasion,Undirected,5618,,127111
ukraine,ukraine_war,Undirected,5619,,964132
ukraine,ukraine_warnews,Undirected,5620,,23849
ukraine,ukraine_war️,Undirected,5621,,7043
ukraine,ukrainearmy,Undirected,5622,,2875
ukraine,ukrainecounteroffensive,Undirected,5623,,11193
ukraine,ukrainefrontlines,Undirected,5624,,2524
ukraine,ukrainen,Undirected,5625,,2981
ukraine,ukrainenews,Undirected,5626,,18804
ukraine,ukrainerussia,Undirected,5627,,63687
ukraine,ukrainerussie,Undirected,5628,,7539
ukraine,ukraineunderattack,Undirected,5629,,85165
ukraine,ukraineunderattaсk,Undirected,5630,,34062
ukraine,ukrainewillwin,Undirected,5631,,58957
ukraine,ukrainian,Undirected,5632,,122909
ukraine,ukrainianarmy,Undirected,5633,,42306
ukraine,un,Undirected,5634,,19191
ukraine,unsc,Undirected,5635,,3961
ukraine,us,Undirected,5636,,39965
ukraine,usa,Undirected,5637,,124741
ukraine,usan,Undirected,5638,,3642
ukraine,usavirn,Undirected,5639,,4129
ukraine,ussr,Undirected,5640,,3340
ukraine,video,Undirected,5641,,6858
ukraine,walterreport,Undirected,5642,,1544
ukraine,war,Undirected,5643,,128423
ukraine,warcrime,Undirected,5644,,1661
ukraine,warcrimes,Undirected,5645,,23125
ukraine,warnews,Undirected,5646,,2250
ukraine,warphoto,Undirected,5647,,2220
ukraine,warvideo,Undirected,5648,,2191
ukraine,warzone,Undirected,5649,,1861
ukraine,washington,Undirected,5650,,1413
ukraine,weapon,Undirected,5651,,3841
ukraine,west,Undirected,5652,,4230
ukraine,wesupport_ukr,Undirected,5653,,6336
ukraine,woman,Undirected,5654,,2121
ukraine,world,Undirected,5655,,9871
ukraine,worldnews,Undirected,5656,,1496
ukraine,ww3,Undirected,5657,,38133
ukraine,xi,Undirected,5658,,3952
ukraine,yemen,Undirected,5659,,5552
ukraine,zaporizhzhia,Undirected,5660,,8935
ukraine,zelensky,Undirected,5661,,99674
ukraine,zelenskywarcriminal,Undirected,5662,,5668
ukraine,нетвойне,Undirected,5663,,1416
ukraine_conflict,btc,Undirected,5665,,1654
ukraine_conflict,putinswar,Undirected,5671,,1358
ukraine_conflict,ukraine_conflict,Undirected,5680,,9322
ukraine_conflict,ukraine_crisis,Undirected,5681,,48375
ukraine_conflict,ukraine_invasion,Undirected,5682,,30357
ukraine_conflict,ukraine_war,Undirected,5683,,62062
ukraine_conflict,ukrainerussia,Undirected,5684,,20036
ukraine_conflict,ukrainerussie,Undirected,5685,,6330
ukraine_conflict,ukraineunderattack,Undirected,5686,,12469
ukraine_conflict,ukrainewillwin,Undirected,5687,,3087
ukraine_conflict,ukrainian,Undirected,5688,,9049
ukraine_conflict,usa,Undirected,5689,,5376
ukraine_conflict,war,Undirected,5690,,7190
ukraine_conflict,ww3,Undirected,5691,,30054
ukraine_conflict,zelensky,Undirected,5692,,6502
ukraine_crisis,ukraine_crisis,Undirected,5704,,14521
ukraine_crisis,ukraine_invasion,Undirected,5705,,27176
ukraine_crisis,ukraine_war,Undirected,5706,,37918
ukraine_crisis,ukrainerussia,Undirected,5707,,17668
ukraine_crisis,ukraineunderattack,Undirected,5708,,7051
ukraine_crisis,ukrainewillwin,Undirected,5709,,2941
ukraine_crisis,ukrainian,Undirected,5710,,5207
ukraine_crisis,usa,Undirected,5711,,4599
ukraine_crisis,war,Undirected,5712,,3583
ukraine_crisis,ww3,Undirected,5713,,9235
ukraine_crisis,zelensky,Undirected,5714,,4044
ukraine_invasion,russianaggression,Undirected,5730,,1370
ukraine_invasion,ukraine_invasion,Undirected,5741,,10371
ukraine_invasion,ukraine_war,Undirected,5742,,124451
ukraine_invasion,ukrainerussia,Undirected,5743,,21885
ukraine_invasion,ukraineunderattack,Undirected,5744,,31093
ukraine_invasion,ukraineunderattaсk,Undirected,5745,,7113
ukraine_invasion,ukrainewillwin,Undirected,5746,,7928
ukraine_invasion,ukrainian,Undirected,5747,,12261
ukraine_invasion,usa,Undirected,5748,,4374
ukraine_invasion,war,Undirected,5749,,5504
ukraine_invasion,warcrimes,Undirected,5750,,1439
ukraine_invasion,ww3,Undirected,5751,,7868
ukraine_invasion,zelensky,Undirected,5752,,7513
ukraine_war,afu,Undirected,5754,,12838
ukraine_war,army,Undirected,5757,,8407
ukraine_war,bbcnews,Undirected,5761,,1612
ukraine_war,dnipro,Undirected,5774,,1438
ukraine_war,fact,Undirected,5781,,2658
ukraine_war,greatuk,Undirected,5789,,2145
ukraine_war,indiansinukraine,Undirected,5794,,1417
ukraine_war,kaliningrad,Undirected,5799,,2412
ukraine_war,khersonisukraine,Undirected,5803,,11287
ukraine_war,khersonoffensive,Undirected,5804,,2042
ukraine_war,krieg,Undirected,5807,,1744
ukraine_war,maga,Undirected,5812,,1432
ukraine_war,mariopol,Undirected,5813,,1694
ukraine_war,natorussiawar,Undirected,5820,,2165
ukraine_war,noukraine_war,Undirected,5825,,2085
ukraine_war,polska,Undirected,5835,,4402
ukraine_war,putinwar,Undirected,5840,,1398
ukraine_war,ru_warcrimesinukraine,Undirected,5846,,3737
ukraine_war,russianaggression,Undirected,5850,,2111
ukraine_war,russianmobilization,Undirected,5853,,1607
ukraine_war,russiawar,Undirected,5857,,8474
ukraine_war,soldier,Undirected,5862,,6040
ukraine_war,specialforces,Undirected,5863,,7103
ukraine_war,stop_ru_warnagression,Undirected,5866,,1559
ukraine_war,trend,Undirected,5874,,2452
ukraine_war,ukraine_war,Undirected,5883,,395640
ukraine_war,ukraine_warnews,Undirected,5884,,34855
ukraine_war,ukraine_warvideos,Undirected,5885,,1773
ukraine_war,ukraine_war️,Undirected,5886,,5513
ukraine_war,ukrainearmy,Undirected,5887,,4647
ukraine_war,ukrainecounteroffensive,Undirected,5888,,13604
ukraine_war,ukrainefrontlines,Undirected,5889,,2936
ukraine_war,ukrainenews,Undirected,5890,,15349
ukraine_war,ukrainerussia,Undirected,5891,,68975
ukraine_war,ukrainerussie,Undirected,5892,,3756
ukraine_war,ukraineunderattack,Undirected,5893,,125611
ukraine_war,ukraineunderattaсk,Undirected,5894,,64066
ukraine_war,ukrainewillwin,Undirected,5895,,59537
ukraine_war,ukrainian,Undirected,5896,,119891
ukraine_war,ukrainianarmy,Undirected,5897,,51555
ukraine_war,ukrainianpow,Undirected,5898,,7331
ukraine_war,un,Undirected,5899,,8894
ukraine_war,us,Undirected,5900,,12747
ukraine_war,usa,Undirected,5901,,61417
ukraine_war,video,Undirected,5902,,7564
ukraine_war,war,Undirected,5903,,80407
ukraine_war,warcrimes,Undirected,5904,,16290
ukraine_war,warnews,Undirected,5905,,3949
ukraine_war,warphoto,Undirected,5906,,3891
ukraine_war,warvideo,Undirected,5907,,3895
ukraine_war,warzone,Undirected,5908,,1725
ukraine_war,worldnews,Undirected,5909,,1419
ukraine_war,ww3,Undirected,5910,,19565
ukraine_war,zaporizhzhia,Undirected,5911,,5381
ukraine_war,zelensky,Undirected,5912,,61360
ukraine_war,zelenskywarcriminal,Undirected,5913,,4400
ukraine_warnews,afu,Undirected,5914,,5828
ukraine_warnews,armukrainenow,Undirected,5915,,6783
ukraine_warnews,crimea,Undirected,5916,,6086
ukraine_warnews,kharkiv,Undirected,5917,,4126
ukraine_warnews,khersonisukraine,Undirected,5918,,5091
ukraine_warnews,nato,Undirected,5919,,2021
ukraine_warnews,news,Undirected,5920,,2189
ukraine_warnews,russiawar,Undirected,5922,,1657
ukraine_warnews,usa,Undirected,5924,,1838
ukraine_warnews,video,Undirected,5925,,2613
ukraine_warnews,war,Undirected,5926,,1843
ukraine_warnews,warnews,Undirected,5927,,1578
ukraine_warnews,warphoto,Undirected,5928,,1597
ukraine_warnews,warvideo,Undirected,5929,,1688
ukrainecounteroffensive,ru_terroriststate,Undirected,5933,,2805
ukrainecounteroffensive,ukrainewillwin,Undirected,5936,,3780
ukrainecounteroffensive,ukrainian,Undirected,5937,,3760
ukrainen,ukraine_war,Undirected,5939,,1578
ukrainenews,odessa,Undirected,5940,,3265
ukrainenews,russiawar,Undirected,5942,,3695
ukrainenews,uk,Undirected,5943,,2534
ukrainenews,ukrainianarmy,Undirected,5945,,1705
ukrainerussia,kharkiv,Undirected,5946,,1496
ukrainerussia,kherson,Undirected,5947,,1596
ukrainerussia,russianarmy,Undirected,5954,,1485
ukrainerussia,ukraineunderattack,Undirected,5962,,16732
ukrainerussia,ukraineunderattaсk,Undirected,5963,,3934
ukrainerussia,ukrainian,Undirected,5964,,9543
ukrainerussia,ww3,Undirected,5965,,5948
ukrainerussia,zelensky,Undirected,5966,,3546
ukrainerussie,ukraine_crisis,Undirected,5969,,2496
ukraineunderattack,donbas,Undirected,5971,,1431
ukraineunderattack,russiaukraine,Undirected,5983,,1601
ukraineunderattack,stopwar,Undirected,5987,,4815
ukraineunderattack,ukraine_warnews,Undirected,5994,,2979
ukraineunderattack,ukrainewillwin,Undirected,5996,,6852
ukraineunderattack,ukrainian,Undirected,5997,,12489
ukraineunderattack,usa,Undirected,5998,,1491
ukraineunderattack,war,Undirected,5999,,8747
ukraineunderattack,ww3,Undirected,6000,,1691
ukraineunderattack,zelensky,Undirected,6001,,6716
ukraineunderattaсk,ukraine_conflict,Undirected,6009,,1698
ukraineunderattaсk,ukraine_warnews,Undirected,6012,,1439
ukraineunderattaсk,ukrainian,Undirected,6013,,3388
ukrainewillwin,afu,Undirected,6014,,5912
ukrainewillwin,crimea,Undirected,6016,,6465
ukrainewillwin,kharkiv,Undirected,6017,,4885
ukrainewillwin,khersonisukraine,Undirected,6019,,5309
ukrainewillwin,mariupol,Undirected,6020,,6552
ukrainewillwin,ukraine_warnews,Undirected,6037,,7411
ukrainewillwin,ukrainewillwin,Undirected,6040,,2543
ukrainewillwin,ukrainian,Undirected,6041,,11783
ukrainewillwin,ukrainianarmy,Undirected,6042,,14201
ukrainewillwin,ukrainianpow,Undirected,6043,,3659
ukrainewillwin,zelensky,Undirected,6044,,2176
ukrainian,armukrainenow,Undirected,6045,,3480
ukrainian,donbas,Undirected,6046,,3070
ukrainian,donetsk,Undirected,6047,,1460
ukrainian,eu,Undirected,6048,,1911
ukrainian,europe,Undirected,6049,,2268
ukrainian,kiev,Undirected,6052,,2029
ukrainian,news,Undirected,6056,,2744
ukrainian,poland,Undirected,6057,,1353
ukrainian,ru_warcrimes,Undirected,6061,,2685
ukrainian,russiaukraine,Undirected,6065,,2047
ukrainian,russiawar,Undirected,6066,,1726
ukrainian,stop_ru_warnaggression,Undirected,6069,,1617
ukrainian,ukraine_warnews,Undirected,6076,,4462
ukrainian,ukrainian,Undirected,6082,,7780
ukrainian,ukrainianarmy,Undirected,6083,,13172
ukrainian,usa,Undirected,6084,,7196
ukrainian,video,Undirected,6085,,2430
ukrainian,war,Undirected,6086,,12555
ukrainian,warnews,Undirected,6087,,1666
ukrainian,warphoto,Undirected,6088,,1681
ukrainian,warvideo,Undirected,6089,,1690
ukrainian,zelensky,Undirected,6090,,10536
ukrainianarmy,afu,Undirected,6091,,5915
ukrainianarmy,armukrainenow,Undirected,6092,,7120
ukrainianarmy,crimea,Undirected,6093,,6287
ukrainianarmy,kharkiv,Undirected,6094,,5298
ukrainianarmy,khersonisukraine,Undirected,6096,,5134
ukrainianarmy,mariupol,Undirected,6097,,7262
ukrainianarmy,news,Undirected,6099,,2076
ukrainianarmy,russiawar,Undirected,6104,,1669
ukrainianarmy,slavaukraini,Undirected,6105,,3253
ukrainianarmy,support_ukr,Undirected,6106,,8341
ukrainianarmy,ukraine_warnews,Undirected,6109,,9307
ukrainianarmy,ukrainecounteroffensive,Undirected,6110,,1683
ukrainianarmy,ukrainianpow,Undirected,6113,,3651
ukrainianarmy,usa,Undirected,6114,,2590
ukrainianarmy,video,Undirected,6115,,2293
ukrainianarmy,war,Undirected,6116,,3909
ukrainianarmy,warnews,Undirected,6117,,1662
ukrainianarmy,warphoto,Undirected,6118,,1680
ukrainianarmy,warvideo,Undirected,6119,,1689
ukrainianpow,afu,Undirected,6120,,3153
ukrainianpow,armukrainenow,Undirected,6121,,3676
ukrainianpow,crimea,Undirected,6122,,3369
ukrainianpow,kharkiv,Undirected,6123,,2307
ukrainianpow,khersonisukraine,Undirected,6124,,2560
ukrainianpow,ukraine,Undirected,6125,,6867
ukrainianpow,ukraine_warnews,Undirected,6126,,3669
un,un,Undirected,6133,,1544
un,usa,Undirected,6134,,3402
unga,ukraine,Undirected,6135,,1563
update,russia,Undirected,6137,,1766
update,ukraine,Undirected,6138,,2389
us,cina,Undirected,6141,,1337
us,india,Undirected,6144,,2484
us,ukraine_crisis,Undirected,6151,,1559
us,us,Undirected,6153,,1729
us,usa,Undirected,6154,,5506
us,war,Undirected,6155,,2718
usa,australia,Undirected,6156,,1920
usa,covid,Undirected,6162,,1572
usa,gop,Undirected,6167,,1341
usa,israel,Undirected,6170,,1420
usa,japan,Undirected,6171,,1497
usa,kaliningrad,Undirected,6172,,2289
usa,ru_terroriststate,Undirected,6180,,1501
usa,taiwan,Undirected,6185,,1450
usa,usa,Undirected,6196,,6318
usa,war,Undirected,6197,,8958
usa,ww3,Undirected,6198,,4566
usa,zelensky,Undirected,6199,,9641
usan,russia,Undirected,6200,,1435
usan,ukraine_war,Undirected,6202,,1385
video,nato,Undirected,6206,,2074
video,news,Undirected,6207,,2162
video,russiawar,Undirected,6208,,1651
video,usa,Undirected,6211,,2071
video,war,Undirected,6212,,1904
video,warnews,Undirected,6213,,1577
video,warphoto,Undirected,6214,,1597
video,warvideo,Undirected,6215,,1606
vladimir,putin,Undirected,6216,,1508
wapo,cbs,Undirected,6217,,1660
wapo,eu,Undirected,6218,,2007
wapo,g7,Undirected,6219,,1377
wapo,nato,Undirected,6220,,1738
wapo,nbc,Undirected,6221,,1710
war,army,Undirected,6222,,7637
war,donbas,Undirected,6224,,1726
war,donetsk,Undirected,6225,,6489
war,krieg,Undirected,6229,,2098
war,maga,Undirected,6231,,1395
war,military,Undirected,6233,,8488
war,odessa,Undirected,6236,,3627
war,peace,Undirected,6237,,2564
war,polska,Undirected,6238,,4346
war,ru_terroriststate,Undirected,6241,,5126
war,ru_warcrimes,Undirected,6242,,3114
war,soldier,Undirected,6245,,5835
war,specialforces,Undirected,6246,,7040
war,stopwar,Undirected,6248,,1717
war,trump,Undirected,6250,,1603
war,ukrainenews,Undirected,6257,,11806
war,ukrainerussia,Undirected,6258,,4924
war,war,Undirected,6264,,2505
war,warcrimes,Undirected,6265,,2345
war,ww3,Undirected,6266,,3728
war,zelensky,Undirected,6267,,5932
warcrimes,genocide,Undirected,6268,,1572
warcrimes,nato,Undirected,6269,,1358
warnews,nato,Undirected,6277,,1531
warnews,usa,Undirected,6278,,1343
warnews,war,Undirected,6279,,1357
warphoto,usa,Undirected,6280,,1344
warphoto,war,Undirected,6281,,1365
warphoto,warvideo,Undirected,6282,,1342
warvideo,usa,Undirected,6283,,1345
warvideo,war,Undirected,6284,,1366
wesupport_ukr,stop_ru_war,Undirected,6289,,2042
wezenaar,rickwezenaar,Undirected,6291,,6488
womensrightsarehumanrights,mybodymychoice,Undirected,6292,,2212
womensrightsarehumanrights,slavaukraini,Undirected,6293,,4427
world,eu,Undirected,6294,,1551
world,ukraine_war,Undirected,6298,,1425
wsj,cbs,Undirected,6299,,1445
wsj,cnbc,Undirected,6300,,1541
wsj,eu,Undirected,6301,,1427
wsj,fox,Undirected,6302,,1515
wsj,huffpost,Undirected,6303,,1705
wsj,nbc,Undirected,6304,,1480
wsj,npr,Undirected,6305,,1594
wsj,nyt,Undirected,6306,,1528
wsj,politico,Undirected,6307,,1706
wsj,wapo,Undirected,6308,,1574
ww3,ukrainerussie,Undirected,6322,,1372
ww3,ww3,Undirected,6325,,12330
zaporozhye,ukraine_war,Undirected,6334,,1956
zelensky,europe,Undirected,6338,,1444
zelensky,isupport_ukr,Undirected,6339,,1578
zelensky,kharkiv,Undirected,6340,,1547
zelensky,moscow,Undirected,6345,,1988
zelensky,nazi,Undirected,6347,,1422
zelensky,us,Undirected,6364,,1602
zelensky,ww3,Undirected,6367,,1466
zelensky,zelensky,Undirected,6368,,8610
zelensky,zelenskywarcriminal,Undirected,6369,,2091
