Source,Target,Type,Id,Label,Weight
nftcollector,cryptoartist,Undirected,4233,,6496
nftcollector,rickwezenaar,Undirected,4235,,6488
nftcollector,ukraine,Undirected,4236,,1364
nftcollector,wezenaar,Undirected,4237,,6488
nftcommunity,art,Undirected,4238,,1340
nftcommunity,cryptoartist,Undirected,4239,,6500
nftcommunity,lgbtq,Undirected,4240,,6510
nftcommunity,nftcollector,Undirected,4243,,7296
nftcommunity,rickwezenaar,Undirected,4244,,6488
nftcommunity,ukraine,Undirected,4245,,9403
nftcommunity,ukraine_war,Undirected,4246,,2886
nftcommunity,wezenaar,Undirected,4247,,6488
nftdrop,ukraine,Undirected,4248,,1523
noflyzone,stop_ru_war,Undirected,4249,,9138
noflyzone,support_ukr,Undirected,4250,,4141
noflyzone,ukraine,Undirected,4251,,5475
noflyzone,ukraine_war,Undirected,4252,,2786
nowar,stop_ru_war,Undirected,4253,,4849
nowar,stopwar,Undirected,4254,,2152
nowar,ukraine,Undirected,4255,,11158
nowar,ukraine_war,Undirected,4256,,4925
npr,cbs,Undirected,4257,,1645
npr,eu,Undirected,4258,,1601
npr,fox,Undirected,4259,,1747
npr,g7,Undirected,4260,,1362
npr,nato,Undirected,4261,,1393
npr,nbc,Undirected,4262,,1688
npr,nyt,Undirected,4263,,1756
npr,wapo,Undirected,4264,,1860
nuclear,putin,Undirected,4265,,8941
nuclear,russia,Undirected,4266,,10075
nuclear,ukraine,Undirected,4267,,11032
nuclear,ukraine_war,Undirected,4268,,5886
nuclearwar,russia,Undirected,4269,,4015
nuclearwar,ukraine,Undirected,4270,,4938
nuclearwar,ukraine_war,Undirected,4271,,5174
nyc,ukraine_war,Undirected,4272,,1439
nyt,cbs,Undirected,4273,,1619
nyt,eu,Undirected,4274,,1444
nyt,nbc,Undirected,4275,,1658
nyt,wapo,Undirected,4276,,1772
nytimes,cbs,Undirected,4277,,1661
nytimes,cnbc,Undirected,4278,,1545
nytimes,cnn,Undirected,4279,,2212
nytimes,eu,Undirected,4280,,2153
nytimes,fox,Undirected,4281,,1753
nytimes,g7,Undirected,4282,,1388
nytimes,gop,Undirected,4283,,1465
nytimes,huffpost,Undirected,4284,,2471
nytimes,nato,Undirected,4285,,1865
nytimes,nbc,Undirected,4286,,1714
nytimes,newsmax,Undirected,4287,,1442
nytimes,npr,Undirected,4288,,2062
nytimes,nyt,Undirected,4289,,1780
nytimes,politico,Undirected,4290,,2490
nytimes,wapo,Undirected,4291,,2524
nytimes,wsj,Undirected,4292,,1825
odessa,odessa,Undirected,4297,,2190
odessa,putin,Undirected,4298,,3499
odessa,russia,Undirected,4299,,12850
odessa,stop_ru_war,Undirected,4300,,1982
odessa,support_ukr,Undirected,4301,,1758
odessa,ukraine,Undirected,4302,,26114
odessa,ukraine_war,Undirected,4303,,20749
odessa,ukrainianarmy,Undirected,4304,,2004
odessa,одесса,Undirected,4305,,1860
oil,gas,Undirected,4306,,2554
oil,putin,Undirected,4307,,3916
oil,russia,Undirected,4308,,11291
oil,ukraine,Undirected,4309,,6410
oil,ukraine_war,Undirected,4310,,4344
oligarch,putin,Undirected,4311,,5301
oligarch,ukraine,Undirected,4312,,1519
oott,russia,Undirected,4313,,5148
operationganga,ukraine_war,Undirected,4314,,1503
oprussia,ukraine,Undirected,4315,,3528
oprussia,ukraine_war,Undirected,4316,,1445
osint,russia,Undirected,4317,,2879
osint,ukraine,Undirected,4318,,5411
osint,ukraine_war,Undirected,4319,,4229
pakistan,russia,Undirected,4320,,5709
pakistan,ukraine,Undirected,4321,,4261
palestine,russia,Undirected,4322,,2825
palestine,ukraine,Undirected,4323,,7412
palestine,ukraine_war,Undirected,4324,,3535
peace,love,Undirected,4325,,1486
peace,putin,Undirected,4326,,5867
peace,russia,Undirected,4327,,8958
peace,stop_ru_war,Undirected,4328,,2795
peace,ukraine,Undirected,4329,,21907
peace,ukraine_war,Undirected,4330,,9453
pentagon,ukraine,Undirected,4331,,1512
podcast,ukraine,Undirected,4332,,1351
poland,breaking,Undirected,4333,,5449
poland,breakingnews,Undirected,4334,,5553
poland,finland,Undirected,4336,,1422
poland,krieg,Undirected,4338,,1929
poland,polska,Undirected,4340,,4610
poland,putin,Undirected,4341,,7326
poland,russia,Undirected,4342,,24987
poland,stop_ru_war,Undirected,4343,,1366
poland,support_ukr,Undirected,4344,,1780
poland,ukraine,Undirected,4345,,44745
poland,ukraine_war,Undirected,4346,,16510
poland,usa,Undirected,4347,,5281
poland,war,Undirected,4348,,6181
poland,ww3,Undirected,4349,,2176
polish,ukraine,Undirected,4350,,1497
politico,cbs,Undirected,4351,,1651
politico,eu,Undirected,4352,,1839
politico,fox,Undirected,4353,,1750
politico,g7,Undirected,4354,,1384
politico,gop,Undirected,4355,,1455
politico,huffpost,Undirected,4356,,2439
politico,nato,Undirected,4357,,1601
politico,nbc,Undirected,4358,,1702
politico,newsmax,Undirected,4359,,1441
politico,npr,Undirected,4360,,1945
politico,nyt,Undirected,4361,,1768
politico,wapo,Undirected,4362,,1872
politics,biden,Undirected,4363,,1451
politics,news,Undirected,4364,,2854
politics,putin,Undirected,4365,,6559
politics,russia,Undirected,4366,,8518
politics,ukraine,Undirected,4367,,8145
politics,ukraine_war,Undirected,4368,,1943
politics,war,Undirected,4369,,2718
politics,world,Undirected,4370,,2141
polska,ukraine,Undirected,4371,,7675
pray_ukr,russiaukraine,Undirected,4372,,13543
pray_ukr,saveukraine,Undirected,4373,,14250
pray_ukr,stop_ru_war,Undirected,4374,,16974
pray_ukr,support_ukr,Undirected,4375,,4941
pray_ukr,ukraine,Undirected,4376,,9653
pray_ukr,ukraine_invasion,Undirected,4377,,15963
pray_ukr,ukraine_war,Undirected,4378,,5009
president,putin,Undirected,4379,,2224
president,ukraine,Undirected,4380,,1695
propaganda,russia,Undirected,4381,,4153
propaganda,ukraine,Undirected,4382,,4705
propaganda,ukraine_war,Undirected,4383,,3332
putin,armukrainenow,Undirected,4384,,1791
putin,cnn,Undirected,4394,,2877
putin,crimesagainsthumanity,Undirected,4397,,1593
putin,dictator,Undirected,4399,,1363
putin,dictatorship,Undirected,4400,,1334
putin,energy,Undirected,4403,,1443
putin,freedom,Undirected,4410,,1409
putin,fuckputin,Undirected,4411,,2497
putin,genocideofukrainians,Undirected,4414,,1380
putin,kerchbridge,Undirected,4424,,1703
putin,kgb,Undirected,4425,,1331
putin,luhansk,Undirected,4432,,2097
putin,lviv,Undirected,4434,,1424
putin,msnbc,Undirected,4440,,1372
putin,nafo,Undirected,4442,,1448
putin,noflyzone,Undirected,4447,,1373
putin,nowar,Undirected,4448,,2928
putin,nuclearwar,Undirected,4450,,2309
putin,nuclearweapons,Undirected,4451,,1400
putin,nuke,Undirected,4452,,2203
putin,potus,Undirected,4459,,1779
putin,propaganda,Undirected,4460,,2214
putin,putin,Undirected,4461,,29346
putin,putinswar,Undirected,4462,,13364
putin,putinswarcrimes,Undirected,4463,,1433
putin,putinwarcrimes,Undirected,4464,,46514
putin,putler,Undirected,4465,,9366
putin,ru_terroriststate,Undirected,4466,,11882
putin,ru_warcrimes,Undirected,4467,,7795
putin,russia,Undirected,4468,,330372
putin,russian,Undirected,4469,,98325
putin,russianarmy,Undirected,4470,,14912
putin,russiaukraine,Undirected,4471,,10720
putin,russiawar,Undirected,4472,,1813
putin,safeairliftukraine,Undirected,4473,,9112
putin,sanction,Undirected,4474,,8548
putin,scholz,Undirected,4475,,3023
putin,slavaukraini,Undirected,4476,,11620
putin,stalin,Undirected,4477,,1664
putin,stop_ru_war,Undirected,4478,,30614
putin,stop_ru_warnaggression,Undirected,4479,,1693
putin,stopthewar,Undirected,4480,,1334
putin,stopwar,Undirected,4481,,6227
putin,support_ru,Undirected,4482,,2701
putin,support_ukr,Undirected,4483,,34866
putin,sweden,Undirected,4484,,3272
putin,syria,Undirected,4485,,7334
putin,taiwan,Undirected,4486,,2666
putin,terrorist,Undirected,4487,,1548
putin,trump,Undirected,4488,,41745
putin,turkey,Undirected,4489,,4689
putin,uk,Undirected,4490,,10180
putin,ukraine,Undirected,4491,,410318
putin,ukraine_conflict,Undirected,4492,,28275
putin,ukraine_crisis,Undirected,4493,,21922
putin,ukraine_invasion,Undirected,4494,,29012
putin,ukraine_war,Undirected,4495,,162217
putin,ukraine_warnews,Undirected,4496,,2522
putin,ukrainerussia,Undirected,4497,,11959
putin,ukraineunderattack,Undirected,4498,,13771
putin,ukraineunderattaсk,Undirected,4499,,4966
putin,ukrainewillwin,Undirected,4500,,4869
putin,ukrainian,Undirected,4501,,29550
putin,ukrainianarmy,Undirected,4502,,3044
putin,un,Undirected,4503,,7190
putin,us,Undirected,4504,,13861
putin,usa,Undirected,4505,,36032
putin,ussr,Undirected,4506,,3946
putin,video,Undirected,4507,,2409
putin,war,Undirected,4508,,38308
putin,warcrimes,Undirected,4509,,12986
putin,warcriminal,Undirected,4510,,3094
putin,warnews,Undirected,4511,,1707
putin,warphoto,Undirected,4512,,1678
putin,warvideo,Undirected,4513,,1686
putin,west,Undirected,4514,,3965
putin,world,Undirected,4515,,5983
putin,ww3,Undirected,4516,,21320
putin,xi,Undirected,4517,,13465
putin,zelensky,Undirected,4518,,47139
putinatwar,ukraine_war,Undirected,4519,,2332
putinisamasskiller,putinwarcrimes,Undirected,4520,,5480
putinisamasskiller,russiansoldiersrape,Undirected,4521,,1803
putinputain,putinisamasskiller,Undirected,4522,,1945
putinputain,putinwarcrimes,Undirected,4523,,1956
putinputain,russiansoldiersrape,Undirected,4524,,1729
putinswar,putinwarcrimes,Undirected,4527,,17039
putinswar,russia,Undirected,4528,,13587
putinswar,slavaukraini,Undirected,4529,,1718
putinswar,stop_ru_war,Undirected,4530,,6004
putinswar,stop_ru_warnaggression,Undirected,4531,,2824
putinswar,support_ukr,Undirected,4532,,10727
putinswar,ukraine,Undirected,4533,,21746
putinswar,ukraine_invasion,Undirected,4534,,6689
putinswar,ukraine_war,Undirected,4535,,14182
putinswar,ukraineunderattack,Undirected,4536,,3471
putinswarcrimes,ukraine_war,Undirected,4537,,1374
putinswars,armukrainenow,Undirected,4538,,1977
putinswars,boycottrussianoilnow,Undirected,4539,,1889
putinswars,support_ukr,Undirected,4540,,1926
putinwarcrimes,cryptoartist,Undirected,4542,,6491
putinwarcrimes,lgbtq,Undirected,4548,,6513
putinwarcrimes,nft,Undirected,4551,,13127
putinwarcrimes,nftcollector,Undirected,4552,,6505
putinwarcrimes,nftcommunity,Undirected,4553,,6563
putinwarcrimes,pedoputin,Undirected,4554,,1451
putinwarcrimes,putinlies,Undirected,4556,,1600
putinwarcrimes,putinswarcrimes,Undirected,4558,,1678
putinwarcrimes,putinwarcrimes,Undirected,4559,,20650
putinwarcrimes,putler,Undirected,4560,,20286
putinwarcrimes,rickwezenaar,Undirected,4561,,6488
putinwarcrimes,ru_terroriststate,Undirected,4562,,25912
putinwarcrimes,ru_warcrimes,Undirected,4563,,19267
putinwarcrimes,russia,Undirected,4564,,35297
putinwarcrimes,russian,Undirected,4565,,18225
putinwarcrimes,russianarmy,Undirected,4566,,7443
putinwarcrimes,russiansoldiersrape,Undirected,4567,,1815
putinwarcrimes,russiawarcrimes,Undirected,4568,,4274
putinwarcrimes,slavaukraini,Undirected,4569,,29911
putinwarcrimes,stop_ru_war,Undirected,4570,,56079
putinwarcrimes,stop_ru_warnaggression,Undirected,4571,,6783
putinwarcrimes,stopukraine_war,Undirected,4572,,4753
putinwarcrimes,stopwar,Undirected,4573,,3343
putinwarcrimes,support_ukr,Undirected,4574,,59655
putinwarcrimes,ukraine,Undirected,4575,,88095
putinwarcrimes,ukraine_conflict,Undirected,4576,,4091
putinwarcrimes,ukraine_invasion,Undirected,4577,,20742
putinwarcrimes,ukraine_war,Undirected,4578,,69513
putinwarcrimes,ukrainerussia,Undirected,4579,,3414
putinwarcrimes,ukraineunderattack,Undirected,4580,,13677
putinwarcrimes,ukraineunderattaсk,Undirected,4581,,6293
putinwarcrimes,ukrainewillwin,Undirected,4582,,4883
putinwarcrimes,ukrainian,Undirected,4583,,7002
putinwarcrimes,usa,Undirected,4584,,3278
putinwarcrimes,war,Undirected,4585,,4553
putinwarcrimes,warcrimes,Undirected,4586,,7298
putinwarcrimes,wezenaar,Undirected,4587,,6488
putinwarcrimes,zelensky,Undirected,4588,,8129
putler,russia,Undirected,4591,,5684
putler,slavaukraini,Undirected,4592,,1958
putler,stop_ru_war,Undirected,4593,,7631
putler,support_ukr,Undirected,4594,,5904
putler,ukraine,Undirected,4595,,11404
putler,ukraine_invasion,Undirected,4596,,2993
putler,ukraine_war,Undirected,4597,,11092
racism,russia,Undirected,4598,,1798
racism,truth,Undirected,4599,,1467
racism,ukraine,Undirected,4600,,5091
racism,ukraine_war,Undirected,4601,,2613
recipe,delicious,Undirected,4602,,1518
recipe,diet,Undirected,4603,,1488
recipe,food,Undirected,4604,,1506
recipe,putin,Undirected,4605,,1489
recipe,recipeoftheday,Undirected,4606,,1489
recipe,ukraine,Undirected,4607,,1455
refugee,ukraine,Undirected,4608,,13053
refugee,ukraine_war,Undirected,4609,,4655
roevswade,mybodymychoice,Undirected,4610,,2025
roevswade,slavaukraini,Undirected,4611,,4040
roevswade,womensrightsarehumanrights,Undirected,4612,,2018
romania,ukraine,Undirected,4613,,6222
ru_terroriststate,ru_terroriststate,Undirected,4622,,16303
ru_terroriststate,ru_warcrimes,Undirected,4623,,16728
ru_terroriststate,ru_warcrimesinukraine,Undirected,4624,,1415
ru_terroriststate,russia,Undirected,4625,,31545
ru_terroriststate,russiaislosing,Undirected,4626,,8715
ru_terroriststate,russian,Undirected,4627,,17350
ru_terroriststate,russianarmy,Undirected,4628,,5905
ru_terroriststate,russiaterroriststate,Undirected,4629,,1827
ru_terroriststate,slavaukraini,Undirected,4630,,17438
ru_terroriststate,stop_ru_war,Undirected,4631,,29486
ru_terroriststate,stop_ru_warnaggression,Undirected,4632,,6043
ru_terroriststate,support_ukr,Undirected,4633,,29946
ru_terroriststate,ukraine,Undirected,4634,,73691
ru_terroriststate,ukraine_invasion,Undirected,4635,,8003
ru_terroriststate,ukraine_war,Undirected,4636,,85633
ru_terroriststate,ukraineunderattack,Undirected,4637,,6346
ru_terroriststate,ukrainewillwin,Undirected,4638,,19928
ru_terroriststate,ukrainian,Undirected,4639,,11467
ru_terroriststate,ukrainianarmy,Undirected,4640,,5612
ru_warcrimes,freenavalny,Undirected,4644,,8421
ru_warcrimes,natoinukrainenow,Undirected,4646,,1666
ru_warcrimes,putinswar,Undirected,4648,,8718
ru_warcrimes,putinthepoisoner,Undirected,4649,,1859
ru_warcrimes,ru_warcrimes,Undirected,4652,,4886
ru_warcrimes,russia,Undirected,4653,,23720
ru_warcrimes,russian,Undirected,4654,,9554
ru_warcrimes,russiaterroriststate,Undirected,4655,,2146
ru_warcrimes,slavaukraini,Undirected,4656,,5659
ru_warcrimes,stop_ru_war,Undirected,4657,,21759
ru_warcrimes,stop_ru_warnaggression,Undirected,4658,,6829
ru_warcrimes,support_ukr,Undirected,4659,,24748
ru_warcrimes,surrenderputin,Undirected,4660,,1362
ru_warcrimes,surveillance,Undirected,4661,,9415
ru_warcrimes,ukraine,Undirected,4662,,35910
ru_warcrimes,ukraine_invasion,Undirected,4663,,8343
ru_warcrimes,ukraine_war,Undirected,4664,,40925
ru_warcrimes,ukraineunderattack,Undirected,4665,,6666
ru_warcrimes,ukrainewillwin,Undirected,4666,,5239
russia,amireca,Undirected,4669,,4254
russia,blacksea,Undirected,4680,,1695
russia,cdnpoli,Undirected,4686,,1530
russia,cnn,Undirected,4689,,2673
russia,democracy,Undirected,4695,,1873
russia,diplomacy,Undirected,4697,,1435
russia,dnipro,Undirected,4698,,1408
russia,dpr,Undirected,4701,,2177
russia,economy,Undirected,4703,,2529
russia,england,Undirected,4705,,1494
russia,estonia,Undirected,4706,,1976
russia,fact,Undirected,4710,,1554
russia,freedomofrussia,Undirected,4714,,1982
russia,fuckputin,Undirected,4716,,2005
russia,genocideofukrainians,Undirected,4720,,1862
russia,geopolitics,Undirected,4721,,2604
russia,invasion,Undirected,4730,,3776
russia,isupport_ukr,Undirected,4734,,2203
russia,kaliningrad,Undirected,4737,,2968
russia,krieg,Undirected,4743,,2136
russia,latvia,Undirected,4745,,1648
russia,lpr,Undirected,4748,,1438
russia,lviv,Undirected,4750,,3448
russia,lyman,Undirected,4751,,1665
russia,maga,Undirected,4753,,2061
russia,missile,Undirected,4756,,1915
russia,mobilization,Undirected,4757,,1433
russia,nafo,Undirected,4761,,3133
russia,nordstream2,Undirected,4766,,1412
russia,northkorea,Undirected,4767,,2634
russia,nowar,Undirected,4768,,3463
russia,oligarch,Undirected,4773,,2463
russia,pahonia,Undirected,4776,,1926
russia,polska,Undirected,4782,,4419
russia,refugee,Undirected,4788,,1493
russia,ruble,Undirected,4791,,1802
russia,russia,Undirected,4792,,39608
russia,russia_ukraine,Undirected,4793,,1785
russia,russiaaggression,Undirected,4794,,5041
russia,russiaislosing,Undirected,4795,,2917
russia,russian,Undirected,4796,,116733
russia,russianarmy,Undirected,4797,,25359
russia,russiansoldiers,Undirected,4798,,1453
russia,russiaterroriststate,Undirected,4799,,1558
russia,russiaukraine,Undirected,4800,,23564
russia,russiawar,Undirected,4801,,2315
russia,russiawarcrimes,Undirected,4802,,1526
russia,russie,Undirected,4803,,3171
russia,russland,Undirected,4804,,3215
russia,sanction,Undirected,4805,,21152
russia,saudiarabia,Undirected,4806,,3369
russia,saveukraine,Undirected,4807,,1711
russia,security,Undirected,4808,,1839
russia,serbia,Undirected,4809,,4311
russia,slavaukraini,Undirected,4810,,15704
russia,soldier,Undirected,4811,,6089
russia,stop_ru_war,Undirected,4812,,39770
russia,stop_ru_warnaggression,Undirected,4813,,4404
russia,stopthewar,Undirected,4814,,1442
russia,stopukraine_war,Undirected,4815,,1707
russia,stopwar,Undirected,4816,,7673
russia,support_ru,Undirected,4817,,4055
russia,support_ukr,Undirected,4818,,47361
russia,surveillance,Undirected,4819,,5063
russia,sweden,Undirected,4820,,6844
russia,swift,Undirected,4821,,2466
russia,syria,Undirected,4822,,14405
russia,taiwan,Undirected,4823,,7926
russia,terrorism,Undirected,4824,,1760
russia,terrorist,Undirected,4825,,1689
russia,thefallofrussia,Undirected,4826,,2242
russia,tpyxa,Undirected,4827,,1797
russia,trend,Undirected,4828,,1602
russia,trump,Undirected,4829,,17275
russia,truth,Undirected,4830,,9126
russia,turkey,Undirected,4831,,14094
russia,uk,Undirected,4832,,24023
russia,ukrain,Undirected,4833,,1719
russia,ukraine,Undirected,4834,,877973
russia,ukraine_conflict,Undirected,4835,,58993
russia,ukraine_crisis,Undirected,4836,,53027
russia,ukraine_invasion,Undirected,4837,,60972
russia,ukraine_war,Undirected,4838,,444680
russia,ukraine_warnews,Undirected,4839,,5107
russia,ukraine_war️,Undirected,4840,,1864
russia,ukrainecounteroffensive,Undirected,4841,,1947
russia,ukrainenews,Undirected,4842,,14404
russia,ukrainerussia,Undirected,4843,,28370
russia,ukrainerussie,Undirected,4844,,1516
russia,ukraineunderattack,Undirected,4845,,27646
russia,ukraineunderattaсk,Undirected,4846,,8446
russia,ukrainewillwin,Undirected,4847,,11059
russia,ukrainian,Undirected,4848,,61045
russia,ukrainianarmy,Undirected,4849,,12079
russia,un,Undirected,4850,,15195
russia,unsc,Undirected,4851,,1521
russia,us,Undirected,4852,,35637
russia,usa,Undirected,4853,,75256
russia,ussr,Undirected,4854,,4586
russia,video,Undirected,4855,,3645
russia,war,Undirected,4856,,84191
russia,warcrimes,Undirected,4857,,13183
russia,warnews,Undirected,4858,,1732
russia,warphoto,Undirected,4859,,1680
russia,warvideo,Undirected,4860,,1693
russia,weapon,Undirected,4861,,1331
russia,west,Undirected,4862,,4777
russia,world,Undirected,4863,,7913
russia,ww3,Undirected,4864,,23424
russia,xi,Undirected,4865,,4984
russia,z,Undirected,4866,,1465
russia,zaporizhzhia,Undirected,4867,,4310
russia,zelensky,Undirected,4868,,44883
russia_ukraine,ukraine_war,Undirected,4869,,1478
russiaaggression,censorship,Undirected,4870,,4875
russiaaggression,dictatorship,Undirected,4871,,4887
russiaaggression,freenavalny,Undirected,4872,,4196
russiaaggression,putinswar,Undirected,4873,,3914
russiaaggression,ru_warcrimes,Undirected,4874,,9501
russiaaggression,surveillance,Undirected,4876,,4839
russiaislosing,putinwarcrimes,Undirected,4877,,2051
russiaislosing,slavaukraini,Undirected,4879,,1417
russiaislosing,ukraine,Undirected,4880,,6609
russiaislosing,ukraine_war,Undirected,4881,,8752
russiaislosing,ukrainewillwin,Undirected,4882,,3687
russian,armukrainenow,Undirected,4883,,3961
russian,bakhmut,Undirected,4884,,1555
russian,belarus,Undirected,4885,,1960
russian,crimea,Undirected,4888,,2401
russian,genocideofukrainians,Undirected,4893,,1951
russian,india,Undirected,4895,,1561
russian,invasion,Undirected,4896,,1639
russian,luhansk,Undirected,4902,,1446
russian,military,Undirected,4904,,2099
russian,nafo,Undirected,4906,,1497
russian,nazi,Undirected,4908,,1971
russian,news,Undirected,4909,,3825
russian,nuclear,Undirected,4910,,1421
russian,odessa,Undirected,4911,,1849
russian,poland,Undirected,4912,,1867
russian,putinswar,Undirected,4914,,2717
russian,putler,Undirected,4916,,1868
russian,russian,Undirected,4920,,15332
russian,russianarmy,Undirected,4921,,18200
russian,russiansoldiers,Undirected,4922,,1380
russian,russiaukraine,Undirected,4923,,6766
russian,russiawar,Undirected,4924,,1819
russian,sanction,Undirected,4925,,1872
russian,slavaukraini,Undirected,4926,,8030
russian,stop_ru_war,Undirected,4927,,22012
russian,stop_ru_warnaggression,Undirected,4928,,3521
russian,stopwar,Undirected,4929,,1761
russian,support_ukr,Undirected,4930,,16433
russian,uk,Undirected,4931,,3285
russian,ukraine,Undirected,4932,,225018
russian,ukraine_conflict,Undirected,4933,,18006
russian,ukraine_crisis,Undirected,4934,,11776
russian,ukraine_invasion,Undirected,4935,,22042
russian,ukraine_war,Undirected,4936,,183214
russian,ukraine_warnews,Undirected,4937,,3340
russian,ukrainerussia,Undirected,4938,,13050
russian,ukraineunderattack,Undirected,4939,,15565
russian,ukraineunderattaсk,Undirected,4940,,4906
russian,ukrainewillwin,Undirected,4941,,8020
russian,ukrainian,Undirected,4942,,52440
russian,ukrainianarmy,Undirected,4943,,9082
russian,us,Undirected,4944,,5156
russian,usa,Undirected,4945,,14023
russian,video,Undirected,4946,,2687
russian,war,Undirected,4947,,18860
russian,warcrimes,Undirected,4948,,3329
russian,warnews,Undirected,4949,,1671
russian,warphoto,Undirected,4950,,1682
russian,warvideo,Undirected,4951,,1705
russian,ww3,Undirected,4952,,5397
russian,zelensky,Undirected,4953,,11811
russianarmy,kherson,Undirected,4954,,1415
russianarmy,nato,Undirected,4955,,2209
russianarmy,ru_warcrimes,Undirected,4959,,2006
russianarmy,slavaukraini,Undirected,4962,,1672
russianarmy,stop_ru_war,Undirected,4963,,4250
russianarmy,support_ukr,Undirected,4964,,5007
russianarmy,ukraine,Undirected,4965,,39929
russianarmy,ukraine_conflict,Undirected,4966,,3204
russianarmy,ukraine_invasion,Undirected,4967,,7728
russianarmy,ukraine_war,Undirected,4968,,53808
russianarmy,ukraineunderattack,Undirected,4969,,4847
russianarmy,ukraineunderattaсk,Undirected,4970,,1409
russianarmy,ukrainewillwin,Undirected,4971,,3879
russianarmy,ukrainian,Undirected,4972,,6986
russianarmy,ukrainianarmy,Undirected,4973,,4793
russianarmy,zelensky,Undirected,4974,,3170
russianlosses,ukraine_war,Undirected,4975,,4007
russiansoldiers,ukraine,Undirected,4976,,3319
russiansoldiers,ukraine_war,Undirected,4977,,4543
russiaterroriststate,natoinukrainenow,Undirected,4978,,1521
russiaterroriststate,stop_ru_war,Undirected,4979,,2565
russiaterroriststate,ukraine_war,Undirected,4980,,4269
russiaukraine,saveukraine,Undirected,4985,,13641
russiaukraine,stop_ru_war,Undirected,4986,,14854
russiaukraine,ukraine,Undirected,4987,,32321
russiaukraine,ukraine_conflict,Undirected,4988,,13564
russiaukraine,ukraine_crisis,Undirected,4989,,12396
russiaukraine,ukraine_invasion,Undirected,4990,,22278
russiaukraine,ukraine_war,Undirected,4991,,37555
russiaukraine,ukrainerussia,Undirected,4992,,4223
russiaukraine,ww3,Undirected,4993,,3729
russiawar,usa,Undirected,4994,,1873
russiawar,war,Undirected,4995,,1884
russiawarcrimes,stop_ru_war,Undirected,4997,,4571
russiawarcrimes,ukraine,Undirected,4998,,4547
russiawarcrimes,ukraine_war,Undirected,4999,,4197
russie,ukraine,Undirected,5001,,4562
russland,ukraine,Undirected,5003,,4616
safeairliftukraine,stop_ru_war,Undirected,5004,,9187
sanction,ukraine,Undirected,5007,,13484
sanction,ukraine_crisis,Undirected,5008,,1382
sanction,ukraine_war,Undirected,5009,,9542
savemariupol,stop_ru_war,Undirected,5011,,1443
saveukraine,helpukraine,Undirected,5012,,1652
saveukraine,stop_ru_war,Undirected,5013,,23864
saveukraine,support_ukr,Undirected,5014,,6354
saveukraine,ukraine,Undirected,5015,,9134
saveukraine,ukraine_invasion,Undirected,5016,,13950
saveukraine,ukraine_war,Undirected,5017,,5030
scholz,ukraine,Undirected,5019,,3735
sendthejets,stop_ru_war,Undirected,5020,,1675
serbia,ukraine,Undirected,5022,,2349
severodonetsk,ukraine,Undirected,5023,,3689
severodonetsk,ukraine_war,Undirected,5024,,1981
shorts,ukraine,Undirected,5025,,1368
slavaukraini,cryptoartist,Undirected,5027,,6488
slavaukraini,glorytotheheroes,Undirected,5029,,1613
slavaukraini,heroiamslava,Undirected,5030,,1855
slavaukraini,heroyamslava,Undirected,5031,,3217
slavaukraini,lgbtq,Undirected,5034,,6493
slavaukraini,misstrauensvotum,Undirected,5035,,1336
slavaukraini,nft,Undirected,5038,,13223
slavaukraini,nftcollector,Undirected,5039,,6540
slavaukraini,nftcommunity,Undirected,5040,,6587
slavaukraini,rickwezenaar,Undirected,5043,,6488
slavaukraini,slavaukraini,Undirected,5047,,19435
slavaukraini,stop_ru_war,Undirected,5048,,45684
slavaukraini,stop_ru_warnaggression,Undirected,5049,,4851
slavaukraini,support_ukr,Undirected,5050,,55871
slavaukraini,supportukraine,Undirected,5051,,1463
slavaukraini,ukraine,Undirected,5052,,72774
slavaukraini,ukraine_invasion,Undirected,5053,,6346
slavaukraini,ukraine_war,Undirected,5054,,35959
slavaukraini,ukraineunderattack,Undirected,5055,,3598
slavaukraini,ukrainewillwin,Undirected,5056,,15815
slavaukraini,ukrainian,Undirected,5057,,11556
slavaukraini,wesupport_ukr,Undirected,5058,,1500
slavaukraini,wezenaar,Undirected,5059,,6488
slavaukraini,zelensky,Undirected,5060,,6140
slovakia,ukraine,Undirected,5061,,1820
soldier,odessa,Undirected,5062,,3267
soldier,ukrainenews,Undirected,5063,,4221
soldier,ukrainianarmy,Undirected,5064,,1531
spain,ukraine,Undirected,5065,,2910
specialforces,donetsk,Undirected,5066,,6184
specialforces,nato,Undirected,5067,,6640
specialforces,odessa,Undirected,5068,,3260
specialforces,russia,Undirected,5069,,6880
specialforces,soldier,Undirected,5070,,5529
specialforces,ukrainenews,Undirected,5071,,4216
specialforces,ukrainianarmy,Undirected,5072,,1507
starlink,ukraine,Undirected,5073,,1427
stop_ru_war,boycottrussia,Undirected,5075,,2985
stop_ru_war,cina,Undirected,5076,,1389
stop_ru_war,cryptoartist,Undirected,5079,,12977
stop_ru_war,european,Undirected,5082,,2214
stop_ru_war,helpukrainenow,Undirected,5088,,1483
stop_ru_war,india,Undirected,5089,,1469
stop_ru_war,lgbtq,Undirected,5094,,13000
stop_ru_war,nft,Undirected,5097,,26588
stop_ru_war,nftcollector,Undirected,5098,,13010
stop_ru_war,nftcommunity,Undirected,5099,,13245
stop_ru_war,noukraine_war,Undirected,5101,,2974
